user,Text
jorenee565,"RT @OxMiss1: @tatereeves Posting platitudes on social media for only some to see and more to ignore is not only is ineffective leadership,…"
osalgueiro31,"RT @NosDiario: Ventilar os cuartos, reducir ao máximo o número de asistentes ou empregar máscaras axeitadas. Son algunhas das medidas ás qu…"
UFigaro,Arizona legislature shuts down after Rudy Giuliani's COVID-19 hospitalization https://t.co/X88ZuUGAoa via @Yahoo
__Porshaaaa,"RT @waxingwithz: Ain’t the type to be on social media twerking and showing my ass! Nothing against those that do, I just ain’t doing it!"
Lleialtat1o,"RT @LaIntersindical: ""S’estan impulsant arreu de Catalunya les 'taules per a la reconstrucció social i econòmica' per acordar mesures per r…"
Secondmeatt,Finalmente alguém pensou fora da caixinha. Eu já sabia que tinha algo de errado desdo início. Fechar tudo ? Todos u… https://t.co/oFfCc187jj
ChloieKrizelle,"RT @BILLBOARDBELIFT: [WIKIPEDIA] Dec. 2-6

ENGENES, let's achieve 10k daily! It is for us to secure a spot on Billboard Social 50!

Visit E…"
sueieque52,RT @ThomasSowell: it is far easier to concentrate power than to concentrate knowledge. That is why so much social engineering backfires and…
conectr,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
chippysross,William and Kate were made aware of cross-border travel restrictions – Sturgeon https://t.co/jtldZKEBiR via @Yahoo
AverageNingen,RT @TheYearIs20BC: The Nintendo social media manager dropping a tweet https://t.co/aM17CzaSMp
ytmvr,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
SHannamSwain,"@Imani_Barbarin If they mean in a social model sense (less disabled/oppressed by society), then sure! What ya gonna do to make that happen?"
kissmybhatt,"RT @johntedge: Bill Smith, the cook &amp; social justice activist, who volunteered as a @southfoodways board member for many years, is now work…"
78bteez,RT @taesdivinity: THIS IS THE WOMAN THAT MANAGES THE SOCIAL MEDIA ACC FOR BILLBOARD HELLO ?? BECKY KAMINSKY OPEN UP UR DOORS https://t.co/a…
JAF3rdMsl_HQOB,"RT @KanalocoLocal: 【新型コロナ】７日県内、６５人感染　２人死亡、うち１人は退院後陽性に
https://t.co/hoZpHUsI3a
神奈川県内で７日、７０代の男性２人の死亡が確認された。新たに感染が判明したのは１０歳未満～８０代の男女６５人。
▼まとめペ…"
lmaozaraa,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
ThePuppyTurtle,"@Phaedrus08 @PhineasTGage @OmariJHardy @RealKHiveQueenB Further, a lot of calls police respond to do not actually w… https://t.co/bVRn6D43ih"
XornalNEA,"“Galicia precisa destes orzamentos como vacina social á pandemia"" - #xndea https://t.co/J9Q5PjDoWN https://t.co/GYwTXRajT9"
hamiolhs,"@social_filele ε και εμείς δεχσια ψηφίζουμε από το 12, ποιοι είμαστε να κρίνουμε;"
Bot_Corona_V,"RT @ttjinho: Lá vamos nós de novo! ☹️
.
#charge de hoje do site @social_criativo
.
#chargepolitica #covid #covid19 #Coronavirus #pandemia #…"
ManuelRomer2,RT @TheYearIs20BC: The Nintendo social media manager dropping a tweet https://t.co/aM17CzaSMp
foroCandangaPC1,RT @MaDanielaDiaz31: Me siento feliz de seguir trabajando junto al alcalde @JCbetancourt72 y brindar bienestar social a estos hermosos niño…
DoeUcf,"There once was a boy with grey hair. They lived in the mountains of Georgia, where they worked as a social worker.… https://t.co/FoC7MAOy7U"
ayn_hkr1521,"RT @match_no3: #UAスポーツマスク 
#アンダーアーマー
#UNDERARMOUR

https://t.co/yraaozVuBB https://t.co/W8J9l7gyDe"
hannaturch,"RT @eoqkarol: Entrei no mundo do social media em 2017, e entre trabalhos fixos e freelas eu sigo até hoje. Atualmente busco uma oportunidad…"
lucia50731407,"RT @MSVEnLinea: 🔴#MSVEnLinea || Protección social || Escaneo del @CarnetDLaPatria: 

➡️Mención @MSVEnLinea
➡️Nombre.
➡️Cédula o QR
➡️De don…"
MernWallace,"@USDreamer2 @SquawkCNBC @ScottGottliebMD The govt will never be there for me, not even Social Security. I will neve… https://t.co/KnflyaJnxQ"
weiliansqq,"Tudo que envolve interação social, minha cabeça: será que eu estou incomodando alguém? https://t.co/hFN4b6lzp3"
Iceybutch,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
haCOOPamatata,"RT @GovWhitmer: The science is settled — the best way to slow the spread is to double down on wearing masks, social distancing, and limitin…"
LudwigJoz,"RT @FerRodB: La nueva tesorera dice que el neoliberalismo en Mex profundizó la desigualdad, provocando atraso económico y social. También d…"
gameday1963,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
___coldplayer,"AD ALBA BISOGNA TOGLIERE I SOCIAL 

 #gfvip"
MinakoVanilla,@valerie_galery He's too busy making more knock-off Hallmark movies to be on social media.
daltonarvaez,Participé de una mesa de trabajo junto al máximo líder del Partido Social Cristiano @jaimenebotsaadi y el candidato… https://t.co/ZL5RbCo5vw
coco0123,@MKMaybe @mrsyoungbd2 @DanMurphy2018 When I read that I got off all my social media and watched a hallmark movie. I… https://t.co/ieaHZd9dzz
Gabriella5685,RT @arigenelle: i go mia by ignoring everyone while still being in social media
bella__shi,@BigB00ty_NoJudy Well bitch add me so I can see the story.. tf you got all these non social media best friends... T… https://t.co/jCbf4KbTK8
alahdath24,"الأحداث - زوجة وزير الإقتصاد للثوار: يا جبنا! https://t.co/HwMXCQe5Fp
@RaoulNehme"
korolrczni,"RT @a24kaz: Hello @benbarnes, 
since you didn’t answer to our e-mail we‘re contacting you this way. Please, do not forget to share the Shad…"
SexoGratweeto,"@zed_ludd É um partido dos interesses do capital, propositadamente ou não. Que não é social-democrata é óbvio passado 40 anos, espero eu 😅"
Marthurtle,RT @gilbertolozanog: #FRENA seguirá siendo el ÚNICO y real movimiento social dedicado a DETENER el avance de la Dictadura Chavista Aquí y A…
arlareiss,"Sim ,sou a anti-social,q não vai para os lugares com vcs,pois vcs contribuem para me deixar péssima,uma pessoa mais… https://t.co/GKywC78LWS"
JuanPerezSorto1,"RT @DubiaKarina: Cuando se quiere se puede, metas alcanzadas, Gracias al apoyo de la Alcadia Sampedrana señor Armando Calidonio a través  d…"
BriMilam1,"RT @RexChapman: Here’s a powerful scene from the @blackishabc season premiere. 

Please social distance. Wear a mask. Be a good teammate...…"
corinne_podger,@ThatChristinaG @socialfresh @jaydeipowell @TheJennyLi @prsarahevans @AnthonyYepez @lewisalex10 @EjoleeM I wish. Th… https://t.co/ITyRtpA0av
headcoach4life,"@CajunBlueAZ1 Jesus was, why wouldn’t I want to be so associated? He was a zealot. I love zealots for social justice."
ultpaddington,desde que me reincorpore al trabajo mi mental illness dijo adiós... el aislamiento social me dejó unas crisis brava… https://t.co/8xg23FIkp7
BalzaClarita,"RT @KingkongRa: Jajajajajajaja
El Gobierno le recortó fondos a los ministerios de Salud, Desarrollo Social y Hábitat para atender el défici…"
hopfrog_68,RT @DailyMail: Trump's officials TURNED DOWN offer of more doses of Pfizer's breakthrough vaccine on top of shots for 50 million https://t.…
anthonyzach,Social circle accountability might not matter much when you’re a senator who’s spent 30 years clawing up the greasy… https://t.co/EeabcJ2JCi
Keep_on_Growin,"@NavyVetResister @TomFitton @glennkirschner2 Wow! Let's appoint the next leader of the free world based on ""social… https://t.co/mPNDyrXyJy"
caval100,Alentar el miedo como agitador social https://t.co/YafmKKdi98 a través de @_infoLibre
QueenHyuns1,"RT @crystalyuanbr: 📸I Bom saber que não sou a única que gosta de postar fotos sem contexto nas redes sociais 🤭

📸I Good to know that I'm no…"
cerveroflames,"POR ISSO OS DOIS WRAM IBCRIVEIS JUNTOS ELE ERA SOCIAL E ELA INTELIGENTE EU CHORO.

WE LOVE YOU LIZ"
toasterposey,RT @iSmashFizzle: somebody told me not to get the COVID 19 vaccine because that’s how the government gets your social security number. http…
MDomiquile,"RT @delucca: O país afundado na maior crise de saúde pública (e em breve econômica e social), beirando os 180 mil mortos por coronavírus, e…"
monya1x,social media is a mess rn🤣
cristinaburneos,RT @skhunt92: José Luis Negrete Arias es un abusador sexual de menores que actualmente cumple 22 años de prisión en el Centro de Rehabilita…
slythuchiha,"clube social          🤝        bis
           comer tudo de uma só vez"
leogeo80,"Colombia, sin justicia social https://t.co/QKfyoW68OD via @YouTube"
ckoehly,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
Melanie64315811,"RT @Hotbit_news: #HotbitAMA

We are glad to hold AMA with Phil Simpkins, CEO of Arro Social at 2:00 (UTC) on Dec. 8th.

💗Follow us&amp;  @RealA…"
mike50smith,@nbcsnl Sad people can't do indoor dining or have Christmas Dinner with family. But SNL can pay its audience $150 t… https://t.co/Q67L6VGrds
DontDregMeBro,"Proposed Charter Bans Football Fans From ‘Discriminatory’ Chanting, Social Media Comments https://t.co/MBIMFFblyg… https://t.co/Fkx79C5PNw"
Hugorojol,RT @TheYearIs20BC: The Nintendo social media manager dropping a tweet https://t.co/aM17CzaSMp
andrecarriel,RT @revistasuper: Os médicos resistiram por duas décadas. Mas as regras de isolamento social forçaram a liberação das consultas pela intern…
VBFiscalia,"RT @FiscalEdomex: La Representación Social de la #FiscalíaEdoméx acreditó la participación de Axel ""N"" y Jesús Alberto ""N"" en dos hechos di…"
BeyondBlueGame,"RT @ELineMedia: We're in Games For Impact! @BeyondBlueGame is an official selection and Alan Gershenfeld is speaking on a panel -- ""Social…"
_macarony,RT @iSmashFizzle: somebody told me not to get the COVID 19 vaccine because that’s how the government gets your social security number. http…
orapma70,"RT @PAH_Valencia: El juzgado ha aplazado dos meses el desahucio de 38 familias en #PobladeVallbona, patrocinado por Divarian (propiedad de…"
Gargi32354857,RT @NatGeo: The group announced this week the world’s most far-reaching pact to protect and sustain ocean health https://t.co/UQujfvsCdN
gaji_son,"RT @_M_Abba: Someone somewhere when he heard the news of your death will decide to check your social media page, and don't be surprised any…"
themssophie,"RT @thebkh: If you don’t make money from your social media profiles, you are simply making money for the platform

1. Make it very clear wh…"
mmwlawtaos1,"RT @GovWhitmer: The science is settled — the best way to slow the spread is to double down on wearing masks, social distancing, and limitin…"
shaunjeter_,"RT @ThaRealNoodles: 5pm est, Nexus is back in full effect after a 2 week break. U guys are going to enjoy this one. Link is in my bio. Go c…"
sckinjctn,"@jenniferfauxpez @leninsrevenge Because she was evil. Not possible to explain everything in a tweet, but short vers… https://t.co/648ceXzjto"
palazzo214,"@GeoRebekah #TrumpVirus: politicization of COVID19

Trump egregiously mishandled pandemic by making it all about hi… https://t.co/tAq9oCEYuU"
caigueral2,"RT @sole_sabate: Josep Benet en defensar la unitat del poble català ho feia pel progrés, igualtat i justícia social. La resta, per zitsània…"
aldohleproso,"RT @EliTrotta: Ayer, a pesar de las amenazas, de la persecución y del hambre usada como control social, más del 80% de los venezolanos le d…"
sunlilacs,@itachisuchiha Omg tell me about it. It makes me feel like I’m the only normal one. Northern VA is soo different fr… https://t.co/PnbqeGENWE
Andrew_S_Hatton,"RT @FromSteveHowell: Corbyn DID NOT say the EHRC had overstated the problem of anti-Semitism, as claimed here by @jessicaelgot

He said tha…"
Hoediini,RT @judeblay: I am genuinely scared of Twitter. I think a lot of you are crazy (in an old school sense not mental) and nobody is there to t…
thejodestarofOz,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
spring70092278,RT @ProfWolfhound: Well well well 😡https://t.co/NwoeRlEhRh
Brianthecompwiz,RT @TheDemocrats: We’re experiencing another surge in coronavirus cases across the country. Please take this pandemic seriously. If we list…
Uf70960145,RT @gleamapp: Not sure where to start with your #giveaway? Check out this guide with our top tips to make your campaign a success 👉 https:/…
evasyl,RT @ThomasSowell: it is far easier to concentrate power than to concentrate knowledge. That is why so much social engineering backfires and…
fermin771009,"RT @ZenTraderMx: Ya nada más esperando a que @m_ebrard reconozca a Trump como ""Presidente Legitimo""

https://t.co/NkEAmv9pSL"
Wicksylax,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
_xoxoCierraaaa,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
Zaddy_Clinton,"Fuel price hike 
Electricity tariff increase
High cost of living
VAT increase from 5% to 7.5%
Stamp duty
ASUU strik… https://t.co/mlcki9D2lz"
